st,rptdate,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c15,c16,c17,c18,c19,c21,c22,c23,c24,c25,c27,c29,c30,c31,c32,c33,c35,c36,c37,c38,c39,c40,c41,c42,c43,c44,c45,c46,c47,c48,c49,c50,c51
ME,1/31/2021,4005,55,92,18,0,0,8,0,0,0,0,64174,1506,2187,0,0,106,5,13,0,0,49,0,0,64922,59622,154,105,49,19306767,18087132,73039,39571,16945,14183,27,6,2866,4,3,718,0,0,0,0,0
ME,2/28/2021,3253,20,89,28,0,2,2,0,0,0,0,84265,1904,2914,0,0,201,10,18,0,0,48,0,0,76421,69968,228,184,44,22578060,21119403,106728,66074,19235,3944,20,3,1665,2,2,469,0,1,0,0,0
ME,3/31/2021,3629,41,114,34,0,4,4,0,0,0,0,82382,2930,3082,0,0,193,15,37,0,0,43,0,0,95310,87046,305,258,47,27755193,25964049,142871,91820,21041,3755,18,2,0,0,0,348,0,0,0,0,0
ME,4/30/2021,2221,33,68,24,0,0,0,0,0,0,0,67467,2222,2918,0,0,244,7,27,0,0,30,0,0,69912,64468,292,262,30,20771845,19556345,127529,90981,13289,2432,18,0,0,0,0,175,0,1,0,0,0
ME,5/31/2021,2102,25,66,15,0,0,0,0,0,0,0,74070,2187,3272,0,0,298,8,21,0,0,25,0,0,65538,60175,292,271,21,19424428,18235681,129228,92135,9201,1813,18,1,774,9,1,148,1,2,0,0,0
ME,6/30/2021,785,0,17,4,0,0,1,0,0,0,0,62352,2617,2744,0,0,205,4,21,0,0,21,0,0,76596,69894,297,273,24,22685942,21221458,145865,96451,10693,884,4,0,633,11,2,51,1,0,0,0,0
ME,7/31/2021,715,0,22,0,0,1,1,0,0,0,0,56599,1934,2631,0,0,230,5,6,0,0,18,0,0,59219,54082,255,237,18,17545084,16427694,129988,82189,7975,659,2,1,0,0,0,24,0,0,0,0,0
ME,8/31/2021,706,28,25,4,0,0,0,0,0,0,0,67808,1798,3155,0,0,238,2,21,0,0,33,0,0,70998,64987,292,259,33,21059269,19750443,143654,91425,13676,687,2,1,0,0,0,38,0,0,0,0,0
ME,9/30/2021,78,0,1,0,0,0,0,0,0,0,0,15620,1255,694,0,0,53,0,2,0,0,3,0,0,13760,0,0,0,0,3980046,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0
MI,4/30/2020,18052,1,361,70,0,2,33,0,4,0,0,32637,19,503,0,0,120,0,3,0,0,62,0,12,22943,22443,142,93,49,6805127,6708001,56899,29325,16548,8949,36,16,0,0,0,0,0,0,0,0,0
MI,5/31/2020,14046,27,321,36,2,5,16,0,0,0,0,113695,398,1985,0,0,346,0,13,0,0,193,0,12,77013,74504,409,260,149,23374614,22884054,170478,85245,51935,14030,34,25,3,0,0,2,0,0,0,0,0
MI,6/30/2020,10025,26,193,17,0,2,15,0,0,0,0,169656,1120,3134,0,0,454,0,16,0,0,316,2,14,132410,125196,573,359,214,40471112,39134423,240829,116843,74689,9265,19,14,3987,13,8,13,0,0,0,0,0
MI,7/31/2020,18551,28,274,22,0,2,12,0,1,0,0,129011,1008,2493,0,0,233,0,8,0,0,220,7,10,136860,127804,473,270,203,41811582,40208492,207554,84874,71591,13827,26,13,7486,18,17,50,0,1,0,0,0
MI,8/31/2020,40132,46,544,58,0,2,44,0,1,0,0,194797,1367,3031,0,0,257,4,23,0,0,206,14,4,248526,231937,889,521,368,70529048,67625247,359046,166000,128256,30478,34,34,13594,28,18,86,0,0,0,0,0
MI,9/30/2020,118297,71,1168,41,0,0,42,0,1,0,0,280995,1696,3576,0,0,255,4,20,0,0,202,16,4,274693,244324,422,213,209,74343746,69058329,180369,70740,74989,52054,21,22,7945,18,16,109,0,0,0,0,0
MI,10/31/2020,82898,144,1100,57,2,2,20,0,1,0,0,670995,4724,7578,0,0,408,5,10,0,0,281,18,8,662170,562271,659,380,279,181281341,164033097,287707,126573,98163,118558,55,37,12324,18,10,507,2,1,0,0,0
MI,11/30/2020,49553,121,873,32,1,3,16,0,1,0,0,986200,6121,12020,0,0,549,13,26,0,0,321,11,10,1014003,864766,920,597,323,281250850,254962410,402726,199840,115854,54623,30,12,20834,17,9,2980,4,1,0,0,0
MI,12/31/2020,31451,104,478,42,0,2,15,0,0,0,0,816299,4836,10470,0,0,493,11,37,0,0,275,5,4,805698,703885,776,491,285,227302049,208864288,345627,161174,101458,42260,46,21,79539,44,34,2223,6,2,0,0,0
MI,1/31/2021,5634,326,116,7,1,2,1,1,0,0,0,481962,6455,6863,0,0,390,11,21,0,0,129,12,0,469697,406304,559,439,120,131599573,120496278,247160,140917,42216,10562,19,3,76164,49,19,2647,3,2,0,0,0
MI,2/28/2021,37754,189,523,46,1,4,23,0,0,0,0,631608,6528,9438,0,0,700,22,42,0,0,256,27,4,608447,522764,991,750,241,170205215,155806172,424260,242963,85987,29451,44,14,0,0,0,3016,2,2,0,0,0
MI,3/31/2021,36630,220,439,48,0,1,16,0,0,0,0,1149392,7066,17284,0,0,1207,37,73,0,0,581,1,22,1172718,1014101,1802,1243,559,326889830,300707770,782541,408792,200268,27508,37,19,2,0,0,1931,0,1,0,0,0
MI,4/30/2021,41383,249,404,45,2,1,9,0,1,0,0,1080340,6581,15131,0,0,1077,27,62,0,0,544,7,20,978479,861541,1554,1081,473,274887028,255252943,663330,350630,165470,25293,37,5,0,0,0,4543,0,2,0,0,0
MI,5/31/2021,21851,192,265,52,1,1,7,0,0,0,0,1138324,8575,16563,0,0,1293,11,44,0,0,612,2,30,870242,785793,1515,1063,452,246310336,231938773,662397,346182,160896,14507,35,5,0,0,0,3336,1,1,0,0,0
MI,6/30/2021,16693,105,211,27,0,0,5,0,1,0,0,921643,7343,13066,0,0,1138,20,36,0,0,492,3,16,938484,849857,1910,1352,558,267547131,252057446,867491,447642,201227,15125,40,6,0,0,0,1288,0,2,0,0,0
MI,7/31/2021,14345,208,161,18,0,0,10,0,0,0,0,793141,6701,11442,0,0,1099,10,29,0,0,435,9,13,718186,657648,1702,1203,499,205986759,195074190,739177,396410,179295,9309,20,7,2,0,0,2674,2,2,0,0,0
MI,8/31/2021,11095,130,144,16,1,0,7,0,0,0,0,869296,4257,13027,0,0,1289,16,22,0,0,473,9,8,804426,744769,1951,1439,512,231738019,220366697,857966,473863,184424,7983,16,7,0,0,0,2471,0,2,0,0,0
MI,9/30/2021,4538,57,51,10,0,0,4,0,0,0,0,223014,2847,3131,0,0,417,3,8,0,0,142,6,2,207937,191579,629,511,118,60510668,57209378,266688,161501,42245,3012,12,3,3,0,0,782,0,1,0,0,0
MN,4/30/2020,10705,0,885,26,0,0,22,0,0,0,0,27670,0,3057,0,0,69,0,0,0,0,61,0,0,18979,18325,72,37,35,11227309,10942287,60351,26245,34106,9886,22,21,8,0,0,384,0,0,0,0,0
MN,5/31/2020,6699,0,497,14,0,0,6,0,0,0,0,52216,0,5634,0,0,97,0,4,0,0,103,0,0,49969,47870,185,83,102,20577488,19881712,98953,36983,61970,6821,12,6,0,0,0,251,1,0,0,0,0
MN,6/30/2020,9518,0,442,9,0,0,5,0,0,0,0,80533,0,6990,0,0,131,0,5,0,0,115,0,0,83419,79173,241,131,110,32042283,30785272,112326,51493,60833,9396,9,5,1731,4,2,384,1,0,0,0,0
MN,7/31/2020,11977,0,475,10,0,2,4,0,1,0,0,96065,0,5698,0,0,98,0,7,0,0,86,0,3,92427,86623,176,99,77,32790853,31263754,84687,41898,42789,11594,11,5,5836,8,13,518,3,0,0,0,0
MN,8/31/2020,15364,0,424,13,0,1,9,0,0,0,0,136963,0,5721,0,0,132,0,11,0,0,66,0,5,106619,100515,154,108,46,34694422,33156999,62544,39852,22692,14761,15,8,4021,8,4,583,1,0,0,0,0
MN,9/30/2020,35906,0,574,17,0,1,14,0,0,0,0,178580,0,4944,0,0,126,0,18,0,0,62,0,4,170496,159800,181,125,56,55793435,53091771,91120,56778,34342,31877,16,13,7150,5,2,918,3,0,0,0,0
MN,10/31/2020,31606,0,658,21,0,1,15,0,0,0,0,289574,0,6187,0,0,185,0,12,0,0,104,0,1,278472,258150,286,187,99,96511969,90771469,144320,81098,63222,34704,24,14,8648,7,4,1831,3,0,0,0,0
MN,11/30/2020,24160,0,515,22,0,2,14,0,0,0,0,398398,0,8105,0,0,276,0,11,0,0,165,0,0,317973,287100,334,209,125,110228627,101328966,169774,94218,75556,29723,25,23,10608,5,1,3932,4,1,0,0,0
MN,12/31/2020,75867,0,1233,57,0,1,33,0,0,0,0,371625,0,6408,0,0,289,0,11,0,0,208,0,0,365883,331692,482,276,206,135767107,125109527,261370,136192,125178,21046,20,14,34307,24,14,3303,3,3,0,0,0
MN,1/31/2021,46540,0,1356,72,0,2,42,0,1,0,0,609147,0,11922,0,0,504,0,19,0,0,323,0,5,509593,459034,668,406,262,171744008,157785637,344114,188095,156019,3771,6,4,24344,18,12,3849,0,1,0,0,0
MN,2/28/2021,32039,0,734,43,0,1,22,0,0,0,0,554576,0,11352,0,0,564,0,19,0,0,332,0,4,542194,473687,824,522,302,182022763,163808122,415243,229583,185660,2987,2,4,17630,14,14,3751,0,1,0,0,0
MN,3/31/2021,26398,0,710,48,0,1,23,0,0,0,0,507447,0,11816,0,0,642,0,19,0,0,338,0,2,570886,492498,1043,672,371,189517658,169233096,503220,292108,211112,163,0,0,75804,59,37,3650,3,0,0,0,0
MN,4/30/2021,10222,0,335,34,0,0,4,0,0,0,0,262521,0,8028,0,0,568,0,12,0,0,214,0,0,261324,215252,762,550,212,90076475,78127987,345826,225753,120073,84,0,0,18712,6,11,2303,3,0,0,0,0
MN,5/31/2021,7401,0,252,20,0,5,9,0,0,0,0,228862,0,8832,0,0,602,0,34,0,0,196,0,0,199546,162267,687,522,165,69118494,59539064,325587,226076,99511,49,1,0,12286,11,8,2280,2,1,0,0,0
MN,6/30/2021,5960,0,245,15,0,2,3,0,0,0,0,170661,0,6949,0,0,518,0,31,0,0,149,0,0,195752,161201,744,591,153,68675660,59737612,320653,229619,91034,34,0,0,10915,23,11,1944,3,0,0,0,0
MN,7/31/2021,4639,0,186,14,0,0,1,0,0,0,0,141426,0,5239,0,0,437,0,20,0,0,96,0,0,139986,117110,521,432,89,49879437,43935214,216289,165563,50726,42,0,0,7535,29,6,1382,4,0,0,0,0
MN,8/31/2021,4070,0,155,20,0,1,9,0,0,0,0,146912,0,4455,0,0,481,0,20,0,0,112,0,0,140855,119948,558,466,92,49741342,44387639,260494,197852,62642,50,0,0,7740,19,5,1334,3,1,0,0,0
MN,9/30/2021,1503,0,50,3,0,0,5,0,0,0,0,32254,0,952,0,0,117,0,4,0,0,35,0,0,34990,29743,153,121,32,12786442,11385108,71579,50779,20800,57,0,0,1982,11,2,302,2,1,0,0,0
MO,4/30/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MO,5/31/2020,9742,55,260,0,0,0,0,0,0,0,0,35048,546,43,0,0,11,8,0,0,0,4,0,0,33108,32453,250,221,29,8920736,8819659,102568,65839,10136,118,0,1,0,0,0,0,0,0,0,0,0
MO,6/30/2020,3094,33,105,0,0,0,0,0,0,0,0,42968,1227,91,0,0,6,6,1,0,0,6,2,1,45618,44394,262,221,41,11813081,11634015,109875,63549,12944,51,0,0,0,0,0,0,0,0,0,0,0
MO,7/31/2020,12922,60,306,0,2,0,0,0,0,0,0,46086,1226,398,0,0,34,8,5,0,0,7,2,5,51977,50116,252,202,50,13289339,13021005,107431,61085,15892,30,0,0,34,0,1,0,0,0,0,0,0
MO,8/31/2020,37488,60,687,0,0,0,0,0,0,0,0,107900,1979,1543,0,0,99,14,8,0,0,28,0,6,77603,74853,156,122,34,18670824,18253765,84742,37597,10916,22,0,0,0,0,0,0,0,0,0,0,0
MO,9/30/2020,22276,82,499,0,1,0,0,0,0,0,0,41746,533,661,0,0,31,5,2,0,0,13,0,1,203882,193024,268,202,66,48404904,46658472,148198,62546,20515,6,0,0,1356,0,0,0,0,0,0,0,0
MO,10/31/2020,11549,117,247,0,1,0,0,0,0,0,0,177676,3423,2829,0,0,144,17,9,0,0,71,4,3,191756,179166,257,175,82,45312235,43252295,135337,54465,25592,12,0,0,3653,7,2,0,0,0,0,0,0
MO,11/30/2020,9645,95,244,0,0,0,0,0,0,0,0,181771,4260,2876,0,0,175,13,13,0,0,90,1,6,187969,173332,288,192,96,44235363,41830306,133302,58192,29812,5,0,0,19411,15,3,0,0,0,0,0,0
MO,12/31/2020,5166,98,172,0,0,0,0,0,0,0,0,103283,5652,1727,0,0,124,26,20,0,0,98,4,13,116562,105213,288,168,120,27044096,25269316,120927,51177,37752,0,0,0,11720,11,4,0,0,0,0,0,0
MO,1/31/2021,7840,417,223,0,1,0,0,0,0,0,0,159042,4156,2956,0,0,200,12,20,0,0,134,7,7,174552,160216,372,222,150,40752307,38575673,155377,65713,47087,0,0,0,7561,12,9,0,0,0,0,0,0
MO,2/28/2021,5832,157,192,0,0,0,0,0,0,0,0,222266,4747,4616,0,0,295,11,28,0,0,138,6,8,237273,217986,502,340,162,54729338,51825170,216714,101974,51091,1,0,0,6750,8,8,0,0,0,0,0,0
MO,3/31/2021,5834,221,188,0,0,0,0,0,0,0,0,243042,6799,5204,0,0,384,26,35,0,0,155,1,7,303322,277852,722,534,188,69228875,65619952,299720,155490,59201,1,0,0,4310,11,4,0,0,0,0,0,0
MO,4/30/2021,3908,231,123,0,1,0,0,0,0,0,0,201212,4845,4600,0,0,366,20,26,0,0,130,1,6,216408,202662,618,435,183,49520008,47605505,253288,124603,57642,0,0,0,2349,3,4,0,0,0,0,0,0
MO,5/31/2021,3514,122,117,0,0,0,0,0,0,0,0,225173,4881,5358,0,0,520,28,18,0,0,142,1,11,199518,188411,643,500,143,45695114,44129094,251513,140708,45125,0,0,0,1127,1,0,0,0,0,0,0,0
MO,6/30/2021,1917,78,56,0,0,0,0,0,0,0,0,103072,5183,2585,0,0,252,20,7,0,0,49,0,6,152315,143851,458,368,90,35000841,33786273,187754,103236,28511,0,0,0,675,0,0,0,0,0,0,0,0
MO,7/31/2021,16,75,1,0,1,0,0,0,0,0,0,226,3601,13,0,0,1,13,0,0,0,0,2,0,1898,1794,22,22,0,496168,473997,11371,6808,223,0,0,0,36,0,0,0,0,0,0,0,0
MO,8/31/2021,23,54,1,0,0,0,0,0,0,0,0,54,2579,3,0,0,0,31,0,0,0,0,1,0,1940,1857,20,11,9,500542,486893,5976,2884,2880,0,0,0,51,0,0,0,0,0,0,0,0
MO,9/30/2021,206,19,15,0,0,0,0,0,0,0,0,34,2116,0,0,0,0,8,0,0,0,0,1,0,2542,2450,30,30,0,718118,699223,20113,7970,0,0,0,0,67,0,0,0,0,0,0,0,0
MS,4/30/2020,135783,6508,1119,57,6,2,23,2,2,846,48,440714,16550,2230,12,6,391,34,9,3,0,170,15,6,363510,341344,457,323,134,72609861,70376888,143012,73829,31399,91489,24,21,630,5,0,15466,10,3,0,0,0
MS,5/31/2020,4691,38,93,36,0,1,10,0,1,1,1,19037,268,816,0,0,113,0,0,0,0,44,0,0,16755,16357,127,103,24,3356099,3310913,34698,22917,5110,3360,23,6,0,0,0,55,0,0,0,0,0
MS,6/30/2020,3151,27,41,12,0,1,0,0,1,2,0,19039,1463,739,0,0,77,8,8,0,0,31,10,1,22570,22051,139,98,41,4408115,4345935,39130,21896,9635,2598,14,6,0,0,0,31,0,0,0,0,0
MS,7/31/2020,7441,37,90,9,0,2,0,0,0,0,0,26892,2135,888,0,0,82,4,7,0,0,40,2,4,27756,27199,133,89,44,4615177,4552435,38564,20037,10340,6000,9,6,0,0,0,44,1,0,0,0,0
MS,8/31/2020,8975,55,95,19,2,0,3,0,0,0,0,53871,2152,1596,0,0,97,0,10,0,0,54,0,5,52700,51699,158,103,55,8258264,8148094,46677,23516,12925,8472,15,4,0,0,0,80,0,0,0,0,0
MS,9/30/2020,15768,48,147,17,0,0,3,0,0,0,0,69245,4270,2207,0,0,95,25,6,0,0,30,2,3,73564,72047,142,105,37,12164783,11985613,48431,23661,8695,13182,17,3,0,0,0,187,1,0,0,0,0
MS,10/31/2020,12664,83,129,15,0,0,3,0,1,0,0,100478,5102,3590,0,0,131,4,7,0,0,35,2,3,104137,95097,176,138,38,18241789,17302188,64516,31236,8930,13222,14,5,0,0,0,386,1,0,0,0,0
MS,11/30/2020,7831,54,113,10,0,0,8,0,0,8,0,127835,6904,4910,0,0,165,8,7,0,0,52,0,5,126663,115600,220,164,56,22976236,21642887,76238,36123,13106,7948,6,6,0,0,0,779,1,0,0,0,0
MS,12/31/2020,4020,0,77,7,0,0,7,0,0,1,0,98661,8470,3847,0,0,147,11,4,0,0,58,0,4,108120,98124,221,156,62,19773125,18460910,69940,34526,14570,5354,15,7,4337,8,2,1511,5,0,0,0,0
MS,1/31/2021,74067,648,1080,159,1,4,62,0,4,1,0,173493,6429,6333,0,0,308,2,10,0,0,108,1,4,149624,137089,358,261,97,26799045,25315553,107083,57247,22795,27218,54,18,8725,11,4,1697,0,0,0,0,0
MS,2/28/2021,6608,362,96,24,0,0,6,0,0,7,0,159389,6786,5987,0,0,288,6,6,0,0,117,0,5,163791,150935,411,292,119,29229835,27708408,120112,62341,27787,9500,15,11,4558,10,5,2199,1,3,0,0,0
MS,3/31/2021,6812,426,146,34,0,0,6,0,0,30,0,169567,8861,6526,0,0,323,4,4,0,0,116,13,1,205610,188364,505,369,136,36429295,34454667,143507,77758,31921,9101,33,7,3640,8,5,1180,2,0,0,0,0
MS,4/30/2021,5618,603,89,32,0,0,0,0,0,31,0,143664,6493,5520,0,0,292,4,8,0,0,99,8,0,148400,138517,392,293,99,26410801,25262496,111536,61742,23234,5568,21,4,2896,7,4,430,2,0,0,0,0
MS,5/31/2021,3591,268,81,36,0,0,6,0,0,81,0,159930,6698,5888,0,0,368,4,14,0,0,107,7,0,138016,0,0,0,0,24459106,23587168,116824,68072,21620,3994,22,6,2090,4,3,364,1,1,0,0,0
MS,6/30/2021,1265,0,24,4,0,0,0,0,0,190,1,71146,7977,2479,0,0,245,11,6,0,0,58,5,0,101332,96261,389,316,73,17970006,17366169,107564,69304,17360,1073,4,0,822,9,1,87,4,0,0,0,0
MS,7/31/2021,109,0,1,1,0,0,1,0,0,1,0,3231,3320,298,0,0,14,5,0,0,0,11,7,0,3595,3168,25,14,11,608587,559707,9604,4345,2585,121,1,1,86,1,0,19,0,0,0,0,0
MS,8/31/2021,53,0,4,0,0,0,0,0,0,0,0,1076,2141,86,0,0,3,4,0,0,0,10,4,0,1177,1075,13,3,10,208636,193115,3301,625,2350,64,0,0,23,0,0,11,0,0,0,0,0
MS,9/30/2021,35,0,1,1,0,0,0,0,0,0,0,753,1322,13,0,0,8,3,7,0,0,0,4,0,730,649,15,15,0,110675,103501,3244,3116,0,28,2,0,17,0,0,7,0,0,0,0,0
MT,4/30/2020,0,0,0,0,0,0,0,0,0,0,0,3008,4,218,0,0,201,0,52,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MT,5/31/2020,1800,6,171,74,0,23,7,0,0,0,0,5860,61,620,0,0,205,0,86,0,0,18,0,0,6228,5568,281,265,16,2077012,1917896,133638,124004,9634,1330,49,3,0,0,0,16,1,0,0,0,0
MT,6/30/2020,1027,13,97,12,0,4,1,0,1,0,0,7643,274,761,0,0,109,0,45,0,0,38,0,0,7561,6534,275,249,26,2509288,2288170,150310,131742,18568,983,40,3,154,3,0,72,1,0,0,0,0
MT,7/31/2020,1688,16,128,7,0,1,1,0,0,0,0,10593,188,964,0,0,106,0,22,0,0,27,0,5,9842,8283,83,62,20,2967713,2644244,49858,34295,15563,1328,1,0,369,10,3,92,1,0,0,0,0
MT,8/31/2020,1856,23,174,11,1,3,1,0,0,0,0,15774,388,1423,0,0,114,7,25,0,0,19,0,4,12196,10301,119,95,24,3449670,3082085,63695,48809,14886,1357,10,1,465,5,2,169,0,0,0,0,0
MT,9/30/2020,1723,42,157,14,1,5,4,0,0,0,0,16476,524,1392,0,0,96,12,28,0,0,19,0,4,16889,13603,97,87,10,4576081,3974609,57173,50832,6341,1521,3,1,670,6,2,176,8,0,0,0,0
MT,10/31/2020,2314,53,143,46,0,8,3,0,0,0,0,18306,946,1417,0,0,146,10,39,0,0,10,0,2,17670,14123,161,141,20,4816008,4141597,79201,69375,9826,1681,8,0,843,5,1,403,17,0,0,0,0
MT,11/30/2020,1484,50,116,63,2,10,1,0,0,0,0,24078,1487,1445,0,0,446,7,101,0,0,24,0,0,19076,15101,254,244,10,5371046,4576499,147997,140277,7720,1373,16,0,952,11,0,400,21,1,0,0,0
MT,12/31/2020,909,38,104,42,1,7,3,1,0,0,0,19551,1497,1113,0,0,546,4,94,0,0,32,2,0,22212,16287,373,350,23,6159406,4977823,206744,193627,13117,1089,12,0,1342,20,2,446,8,0,0,0,0
MT,1/31/2021,1326,192,128,31,0,3,3,0,2,0,0,33009,1763,2097,0,0,501,4,107,0,0,43,0,5,28205,20720,470,433,37,7778217,6284152,242395,221312,21083,930,17,1,306,3,1,858,16,48,0,0,0
MT,2/28/2021,811,63,69,27,0,1,1,0,1,0,0,32730,1965,2122,0,0,501,6,97,0,0,53,0,8,36114,26742,837,773,64,9947993,8166525,436029,398577,37452,939,24,4,1,0,0,329,8,0,0,0,0
MT,3/31/2021,653,69,86,39,0,8,2,0,0,0,0,34650,2277,2363,0,0,647,8,140,0,0,54,0,8,40452,30148,892,811,81,12351423,10188916,511618,460753,50865,829,45,3,117,4,0,286,3,0,0,0,0
MT,4/30/2021,649,110,76,26,0,6,2,0,0,0,0,28500,1884,2260,0,0,565,9,129,0,0,54,0,9,28554,22846,665,611,54,8229983,7094489,331920,301651,30269,489,16,0,1,0,0,252,4,0,0,0,0
MT,5/31/2021,386,50,59,8,1,3,0,0,0,0,0,29451,2149,2536,0,0,383,2,64,0,0,61,4,9,27240,22162,446,396,50,8028337,6984649,225204,197179,28025,361,7,1,0,0,0,235,3,0,0,0,0
MT,6/30/2021,0,33,0,0,0,0,0,0,0,0,0,22779,1450,1848,0,0,242,4,53,0,0,46,4,7,27666,22753,355,291,64,8305149,7256546,186661,147481,39180,281,3,0,0,0,0,204,0,0,0,0,0
MT,7/31/2021,0,16,0,0,0,0,0,0,0,0,0,1012,919,67,0,0,13,5,0,0,0,3,5,0,2731,2339,141,138,3,804875,724567,55055,53469,1586,62,1,0,0,0,0,19,0,0,0,0,0
MT,8/31/2021,0,13,0,0,1,0,0,0,0,0,0,245,756,10,0,0,11,4,4,0,0,0,3,0,1754,1417,127,116,1,529938,455598,50689,44397,6292,30,2,1,0,0,0,9,0,0,0,0,0
NC,4/30/2020,0,0,0,0,0,0,0,0,0,3284,101,13539,0,440,14,3,53,0,11,8,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NC,5/31/2020,15779,0,582,67,0,10,70,0,0,6629,244,44184,0,1714,26,8,191,0,55,25,0,195,0,0,58139,57190,484,268,216,15781767,15641985,198040,83807,75583,9042,40,31,0,0,0,0,0,0,0,0,0
NC,6/30/2020,111807,0,1735,53,0,2,102,0,1,1106,51,230778,0,5120,5,0,352,0,43,6,0,501,0,1,239043,230819,929,432,497,54825887,53726869,427153,125222,173974,90772,60,85,3494,17,23,4,0,0,0,0,0
NC,7/31/2020,94321,0,1852,53,0,1,115,0,2,3598,76,679230,0,11532,5,0,465,0,19,9,0,792,0,7,680171,645786,1274,473,801,147070826,142600713,643287,120810,271515,102786,60,123,3906,22,18,6,0,0,0,0,0
NC,8/31/2020,46028,0,948,70,0,2,110,0,5,2547,60,836775,0,13423,7,0,597,0,9,5,0,2058,0,25,797550,751469,1570,597,973,168394411,162430331,743246,145116,327942,19755,30,45,5801,21,24,17,0,0,0,0,0
NC,9/30/2020,32127,0,846,51,0,2,90,0,4,2060,61,771599,0,13856,1,0,617,0,17,8,0,1239,0,35,766350,707837,1821,613,1208,158545468,151052283,855685,148624,409374,18160,31,46,90670,56,104,259,0,0,0,0,0
NC,10/31/2020,19244,0,557,35,0,1,64,0,0,1288,50,496327,0,10488,0,0,625,0,21,7,0,1152,0,37,446620,400010,1567,503,1064,90911786,84923434,676043,125174,359424,11683,19,32,56491,36,86,504,0,1,0,0,0
NC,11/30/2020,14288,0,430,36,0,2,63,0,4,968,96,529830,0,10945,1,0,742,0,17,3,0,1215,0,40,343756,301504,1568,578,990,70174203,64798855,661224,152233,332762,8393,26,38,35756,50,97,992,1,0,0,0,0
NC,12/31/2020,11503,0,384,13,0,2,53,0,3,781,78,409102,0,9001,0,1,523,0,30,5,0,956,0,36,207427,179309,1028,367,661,43185109,39620156,449671,104776,225696,5840,12,29,21260,28,55,2462,0,2,0,0,0
NC,1/31/2021,12537,0,447,38,0,3,65,0,4,889,84,633146,0,12574,3,1,900,0,35,5,0,1442,0,58,583624,536654,2147,782,1365,119546363,113768660,912370,210554,461341,6547,16,23,13312,19,28,6265,2,3,0,0,0
NC,2/28/2021,7825,0,351,39,0,1,41,0,1,370,64,728956,0,13367,2,0,1127,0,41,3,0,1655,0,49,724492,671169,2759,1120,1639,148023773,141330963,1163987,282753,543975,4455,28,21,2482,4,2,6074,5,9,0,0,0
NC,3/31/2021,7978,0,339,32,0,2,33,0,4,119,59,746599,0,14490,2,0,1298,0,49,0,1,1860,0,63,740046,689189,3117,1228,1889,160990864,154400125,1412073,340656,676202,5830,24,19,43557,42,77,4209,2,7,0,0,0
NC,4/30/2021,3820,0,168,22,0,1,21,0,2,311,39,644255,0,13173,1,2,1249,0,39,1,0,1788,0,75,356682,339199,1493,621,872,135449142,130411625,1353425,321191,614067,3613,12,24,839,0,1,2276,1,6,0,0,0
NC,5/31/2021,5470,0,236,42,0,1,21,0,2,113,32,740204,0,15086,2,0,1606,0,45,0,1,2163,0,111,464591,442413,2264,950,1314,150007273,144894577,1620404,407093,751054,4352,33,24,529,0,4,2428,3,4,0,0,0
NC,6/30/2021,4011,0,190,19,0,0,18,0,0,75,43,545497,0,12031,1,0,1329,0,35,0,0,1615,0,71,537108,508926,2966,1401,1565,116136438,112526056,1326676,394100,555023,3308,16,13,397,0,0,1797,4,3,0,0,0
NC,7/31/2021,3235,0,134,13,0,2,24,0,0,53,31,479552,0,11167,0,0,1283,0,33,0,0,1431,0,53,476431,454241,2740,1345,1395,101945149,99089139,1190887,373783,481606,2520,11,18,235,1,0,1488,4,4,0,0,0
NC,8/31/2021,3431,0,131,12,0,0,22,0,3,67,19,580179,0,13228,1,1,1590,0,50,1,1,1776,0,61,578947,553231,3418,1629,1789,123490137,120147408,1509854,448795,614220,2987,14,21,126,1,0,1723,5,8,0,0,0
NC,9/30/2021,206,0,11,2,0,0,0,0,0,19,7,116449,0,2723,0,0,317,0,10,0,1,346,0,15,125805,120088,786,388,398,26863111,26106333,346501,111149,132770,740,1,1,122,0,0,144,0,0,0,0,0
ND,4/30/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ND,5/31/2020,2644,2,1,12,0,0,0,0,0,0,0,8522,4,6,0,0,36,0,0,0,0,0,0,0,7750,7596,41,36,0,3563219,3499861,15614,13902,0,1870,8,0,0,0,0,0,0,0,0,0,0
ND,6/30/2020,1571,1,5,2,0,0,1,0,0,0,0,9828,16,32,0,0,41,0,0,0,0,1,0,0,10325,10155,54,41,1,4537245,4482081,18512,15775,618,1467,2,1,38,0,0,3,0,0,0,0,0
