med_buffer_quantile,median_buffer_income_2018_by_quantile,median_buffer_spend_2018_by_quantile,median_income_2018_by_quantile,median_spend_2018_by_quantile
1,0.14535147045390945,-0.33942573414958,3860.915,3564.835
2,0.6650013490387608,0.38317818575229634,4848.23,3667.825
