st,rptdate,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c15,c16,c17,c18,c19,c21,c22,c23,c24,c25,c27,c29,c30,c31,c32,c33,c35,c36,c37,c38,c39,c40,c41,c42,c43,c44,c45,c46,c47,c48,c49,c50,c51
AK,2/28/1974,139,0,0,50,0,0,4,0,0,0,0,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AK,3/31/1974,374,0,38,90,0,0,15,0,0,0,0,721,0,23,0,0,136,0,3,0,0,21,0,0,868,851,313,262,25,56183,55594,25178,22508,2120,275,89,10,0,0,0,0,0,0,0,0,0
AK,4/30/1974,227,0,100,50,0,0,10,0,0,0,0,1328,0,213,0,0,318,0,38,0,0,35,0,1,1445,1432,555,495,39,90404,89868,44452,40606,3210,295,85,10,0,0,0,0,0,0,0,0,0
AK,5/31/1974,36,0,16,13,0,0,0,0,0,0,0,124,0,244,0,0,20,0,52,0,0,0,0,7,396,393,117,97,3,21006,20872,7805,7262,300,122,32,1,2,0,0,0,0,0,0,0,0
AK,6/30/1974,6,0,20,2,0,0,2,0,0,0,0,15,0,69,0,0,4,0,28,0,0,2,0,2,68,68,53,47,6,3447,3447,3785,3465,320,16,8,2,0,0,0,0,0,0,0,0,0
AK,7/31/1974,3,0,19,1,0,0,0,0,0,0,0,2,0,46,0,0,1,0,6,0,0,0,0,3,15,15,3,3,0,526,526,267,267,0,4,1,0,0,0,0,0,0,0,0,0,0
AK,8/31/1974,0,0,15,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,2,0,0,0,0,0,4,4,0,0,0,357,357,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
AK,2/28/1975,241,7,131,30,0,0,10,0,0,0,0,159,20,164,0,0,27,1,17,0,0,5,2,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
AK,3/31/1975,409,17,282,42,0,0,7,0,0,0,0,875,103,795,0,0,95,0,68,0,0,7,2,92,2901,2865,984,544,375,194562,192856,83802,44035,37255,531,103,66,5,0,0,0,0,0,17,0,0
AK,4/30/1975,426,27,306,70,0,0,17,0,0,0,0,1539,121,1151,0,0,250,0,152,0,0,63,0,118,4837,4784,1826,1214,482,308911,306059,145459,95969,45960,606,145,60,221,51,30,0,0,0,27,0,0
AK,5/31/1975,292,85,211,43,0,0,3,0,0,0,0,1355,260,1102,0,0,184,0,157,0,0,37,0,107,3738,3693,1560,1064,415,237178,234675,124797,82902,40188,430,112,34,227,70,25,0,0,0,85,0,0
AK,6/30/1975,261,36,137,26,1,0,11,0,0,0,0,1303,214,853,0,0,182,4,129,0,0,39,0,71,3182,3129,1218,797,341,209977,207427,97765,63781,32394,343,61,28,204,66,34,0,0,0,36,1,0
AK,7/31/1975,236,40,174,13,1,0,10,0,0,0,0,1205,271,748,0,0,144,3,101,0,0,36,2,73,2857,2825,941,595,302,192176,190982,78841,48638,28855,282,48,30,218,54,25,0,0,0,40,1,0
AK,8/31/1975,276,27,285,8,3,0,5,1,0,0,0,1108,237,716,0,0,95,3,71,0,0,32,3,70,2928,2905,852,551,256,194228,193181,72223,46053,24663,386,48,30,183,63,18,0,0,0,27,3,1
AK,9/30/1975,171,24,157,9,1,0,5,0,0,0,0,1091,193,922,0,0,109,0,57,0,0,29,3,71,2691,2663,570,363,163,182778,181564,46398,29859,15697,236,28,12,123,18,16,0,0,0,24,1,0
AK,10/31/1975,299,26,173,22,1,0,5,0,0,0,0,1307,173,993,0,0,132,5,65,0,0,32,2,76,3439,3400,730,384,284,224245,222478,57911,28896,27742,308,29,31,191,28,21,0,0,0,26,1,0
AK,11/30/1975,281,23,140,19,0,0,6,1,0,0,0,885,160,872,0,0,69,4,52,0,0,21,1,80,2809,2781,619,354,221,188962,187644,48937,26318,21794,287,39,20,182,22,16,0,0,0,23,0,1
AK,12/31/1975,340,18,180,17,0,0,1,1,0,0,0,1598,200,1186,0,0,120,6,60,0,0,26,2,63,3749,3704,846,499,278,256664,255063,66794,37483,28210,372,58,27,224,31,17,0,0,0,18,0,1
AK,1/31/1976,442,8,164,16,0,0,7,0,0,0,0,2079,102,1083,0,0,129,3,37,0,0,19,5,98,3936,3893,841,488,256,271970,270566,66444,37981,26356,388,36,19,188,36,18,0,0,0,8,0,0
AK,2/29/1976,455,23,192,12,0,0,5,0,0,0,0,1855,102,1094,0,0,144,2,66,0,0,5,0,91,4041,4005,943,573,276,280181,278695,73316,41961,28696,387,57,29,184,28,18,0,0,0,23,0,0
AK,3/31/1976,584,15,247,47,0,0,14,0,0,0,0,2320,222,1094,0,0,224,0,70,0,0,31,0,115,4855,4793,1291,775,416,339263,336084,104252,58430,42872,482,90,53,231,37,21,0,0,0,15,0,0
AK,4/30/1976,455,24,263,32,0,0,5,0,0,0,0,2164,203,914,0,0,252,0,196,0,0,30,0,101,4463,0,1451,908,452,311683,0,121756,72367,46351,438,88,47,222,48,24,0,0,0,24,0,0
AK,5/31/1976,521,26,254,32,0,0,7,0,0,0,0,2255,192,1067,0,0,227,1,124,0,0,34,2,156,4519,0,1610,868,624,323109,0,133989,66935,63718,575,86,70,204,60,29,0,0,0,26,0,0
AK,6/30/1976,473,34,210,36,0,0,12,2,0,0,0,2313,231,1171,0,0,194,0,104,0,0,38,3,168,4643,0,1445,749,566,345230,0,120774,60167,56911,515,62,44,204,43,44,0,0,0,34,0,2
AK,7/31/1976,458,44,265,42,0,0,8,1,0,0,0,2107,193,1066,0,0,133,3,70,0,0,39,1,109,5325,0,1302,680,493,394967,0,105351,52910,49543,483,52,44,274,40,47,0,0,0,44,0,1
AK,8/31/1976,451,30,271,33,0,0,7,1,0,0,0,2204,197,1639,0,0,110,7,93,0,0,26,4,121,6472,0,1225,626,495,487801,0,103658,50218,50033,809,77,47,303,46,27,0,0,0,30,0,1
AK,9/30/1976,417,28,227,27,0,0,3,0,0,0,0,2469,125,1073,0,0,144,2,83,0,0,25,1,96,4738,0,906,545,278,358904,0,73459,43459,27964,464,55,20,211,20,16,0,0,0,28,0,0
AK,10/31/1976,381,17,298,20,0,0,5,0,0,0,0,2301,140,1237,0,0,144,0,120,0,0,16,0,67,5029,0,965,622,239,384630,0,74979,48812,23988,528,55,25,279,39,13,0,0,0,17,0,0
AK,11/30/1976,585,26,365,27,0,0,3,0,0,0,0,2752,175,1524,0,0,137,1,70,0,0,21,0,45,4959,4892,819,471,260,375815,371971,65567,37385,25719,533,36,23,282,41,15,0,0,0,26,0,0
AK,12/31/1976,590,18,369,17,0,0,2,0,0,0,0,3004,117,1887,0,0,145,1,69,0,0,31,0,39,6285,0,990,567,309,479328,0,77802,44302,30396,647,41,29,351,46,17,0,0,0,18,0,0
AK,1/31/1977,649,27,387,16,1,0,2,0,0,0,0,3012,147,1804,0,0,189,2,57,0,0,51,1,53,7203,0,935,542,272,566727,0,73389,42885,27151,739,54,24,371,25,26,0,0,0,27,1,0
AK,2/28/1977,583,12,497,13,0,0,0,0,0,0,0,2686,156,1656,0,0,182,1,57,0,0,19,1,44,6884,6808,1058,662,216,537244,533855,78386,50954,22085,912,74,19,351,31,17,0,0,0,12,0,0
AK,3/31/1977,667,20,622,9,0,0,2,0,0,0,0,3193,105,2381,0,0,241,0,129,0,0,19,0,90,8084,8029,1259,839,218,633775,630930,93195,64701,22727,977,99,28,385,32,17,0,0,0,20,0,0
AK,4/30/1977,743,29,662,8,0,0,8,0,0,0,0,4449,86,2486,0,0,290,0,125,0,0,43,0,95,7906,7847,1345,877,282,632875,629543,104000,70081,28503,1020,84,40,403,38,14,0,0,0,29,0,0
AK,5/31/1977,763,22,708,31,1,0,5,1,0,0,0,4868,147,2564,0,0,178,2,139,0,0,49,2,80,8170,8094,1281,809,327,658262,654740,102889,65771,32641,1071,78,34,439,50,19,0,0,0,22,1,1
AK,6/30/1977,700,11,703,9,0,0,5,0,0,0,0,5662,131,2856,0,0,147,3,115,0,0,40,1,86,8193,8102,943,582,251,685598,680932,75400,47304,24406,1123,55,20,401,41,21,0,0,0,11,0,0
AK,7/31/1977,808,30,671,17,0,0,4,0,0,0,0,4889,147,2961,0,0,151,1,78,0,0,22,2,67,9006,8912,776,444,234,779363,774401,61634,35963,22952,1073,33,27,477,32,15,0,0,0,30,0,0
AK,8/31/1977,921,25,757,17,1,0,3,0,0,0,0,6308,172,2980,0,0,141,3,75,0,0,27,3,69,11316,11198,865,511,268,983106,976765,70422,41685,26696,1504,53,29,609,33,15,0,0,0,25,1,0
AK,9/30/1977,664,24,588,30,1,0,4,0,0,0,0,6246,128,2675,0,0,183,1,68,0,0,23,0,72,9529,9426,759,464,224,820943,815407,59822,36057,21916,1193,51,19,495,21,13,0,0,0,24,1,0
AK,10/31/1977,757,20,842,16,2,0,4,0,0,0,0,5742,69,6397,0,0,129,6,138,0,0,10,0,117,10502,10382,891,571,239,902018,895809,72632,46667,24338,1082,60,19,709,31,21,0,0,0,20,2,0
AK,11/30/1977,963,21,582,20,0,0,7,0,0,0,0,6681,101,3297,0,0,102,9,160,0,0,16,0,19,9718,9604,766,494,167,833471,827254,60672,41347,16078,949,41,19,605,27,16,0,0,0,21,0,0
AK,12/31/1977,1125,13,631,20,0,0,2,0,0,0,0,7052,124,8218,0,0,74,7,212,0,0,12,1,28,11657,11545,901,610,196,989166,982346,72614,49561,19926,1276,70,22,569,35,8,0,0,0,13,0,0
AK,1/31/1978,901,20,0,21,0,0,11,0,0,0,0,7539,116,4609,0,0,133,5,124,0,0,36,0,101,11573,11530,860,583,178,984344,982059,66582,45931,17215,1278,55,24,581,29,12,0,0,0,20,0,0
AK,2/28/1978,830,20,0,15,0,0,3,0,0,0,0,6493,130,3456,0,0,250,3,96,0,0,77,3,97,11666,11580,1071,702,229,989201,984650,83536,56216,21520,1249,82,26,574,33,9,0,0,0,20,0,0
AK,3/31/1978,1033,9,599,16,0,0,10,0,0,0,0,7065,132,5030,0,0,261,2,258,0,0,83,0,177,13120,12952,1344,841,289,1120792,1112245,106854,70993,27886,1432,93,38,666,32,17,0,0,0,9,0,0
AK,4/30/1978,1029,5,0,40,0,0,9,0,0,0,0,6387,52,4044,0,0,264,0,281,0,0,86,0,153,9955,9833,1199,752,243,852241,845348,94359,62307,23958,1155,87,22,573,46,7,0,0,0,5,0,0
AK,5/31/1978,1016,22,467,41,0,0,9,0,0,0,0,7034,71,3576,0,0,243,0,239,0,0,82,0,126,9980,9857,1077,636,207,856629,850638,81894,52567,20065,1239,64,27,554,35,16,0,0,0,22,0,0
AK,6/30/1978,1094,18,345,10,0,0,5,0,0,0,0,7130,73,3021,0,0,275,0,218,0,0,75,0,66,10828,10670,1098,668,185,928310,920055,84746,56804,17514,1320,58,23,488,37,13,0,0,0,18,0,0
AK,7/31/1978,1031,6,356,18,0,0,3,0,0,0,0,6841,46,2897,0,0,343,0,194,0,0,107,0,107,8871,8762,772,459,136,767749,762243,60048,38347,12861,1029,36,14,530,32,6,0,0,0,6,0,0
AK,8/31/1978,989,4,401,22,0,0,8,0,0,0,0,7599,30,2341,0,0,287,0,287,0,0,99,0,99,9868,9778,782,452,166,862289,857570,62062,37715,16277,1196,49,20,573,31,14,0,0,0,4,0,0
AK,9/30/1978,697,3,273,22,0,0,9,0,0,0,0,6709,2,2591,0,0,227,0,161,0,0,76,0,58,9388,9269,754,412,156,803861,797481,57835,33485,14720,955,43,25,526,22,5,0,0,0,3,0,0
AK,10/31/1978,815,0,256,38,0,0,9,0,0,0,0,6849,7,2720,0,0,378,0,185,0,0,129,0,60,9722,9589,885,487,161,823066,815974,67591,42006,15123,946,43,14,689,29,4,0,0,0,0,0,0
AK,11/30/1978,884,9,317,36,0,0,11,0,0,0,0,7230,1,2214,0,0,339,0,108,0,0,135,0,57,9801,9667,872,441,190,817563,810423,67177,38041,18405,1062,42,17,645,30,9,0,0,0,9,0,0
AK,12/31/1978,818,3,0,26,0,0,13,0,0,0,0,6605,42,2388,0,0,245,0,116,0,0,79,0,76,9600,9474,829,436,164,798030,791121,64018,36881,16531,972,54,20,578,29,14,0,0,0,3,0,0
AK,1/31/1979,946,3,287,44,0,0,9,0,0,0,0,7121,2,2722,0,0,272,0,144,0,0,116,0,79,9725,9661,905,483,197,819848,816261,71591,40579,19647,915,42,25,594,23,10,0,0,0,3,0,0
AK,2/28/1979,782,2,240,22,0,0,3,1,0,0,0,6047,1,2217,0,0,240,0,109,0,0,96,0,87,7787,7709,779,378,189,646101,642290,62720,33042,18850,836,40,19,429,25,7,0,0,0,2,0,1
AK,3/31/1979,822,11,240,32,1,0,7,1,0,0,0,6063,4,2101,0,0,250,2,124,0,0,101,0,62,8812,8694,948,483,214,721601,715277,76822,43813,21226,922,48,21,470,27,21,0,0,0,11,1,1
AK,4/30/1979,1010,0,269,34,1,0,7,1,0,0,0,6232,3,1843,0,0,258,0,140,0,0,109,0,75,8353,8262,924,469,209,677146,672291,74605,41653,20911,906,45,29,504,32,14,0,0,0,0,1,1
AK,5/31/1979,899,0,272,32,0,0,7,0,0,0,0,6629,1,1958,0,0,312,1,135,0,0,108,1,52,8909,8786,955,502,199,718267,711927,74386,43007,19726,1152,56,16,441,30,8,0,0,0,0,0,0
AK,6/30/1979,748,1,231,31,0,0,15,0,0,0,0,5990,8,1652,0,0,336,0,126,0,0,98,0,48,7833,7690,991,544,181,629591,622168,77325,46873,18288,853,54,16,370,32,15,0,0,0,1,0,0
AK,7/31/1979,800,2,207,16,0,0,5,0,0,0,0,5693,0,1532,0,0,241,3,102,0,0,94,4,30,7199,7100,809,447,149,593033,587448,62904,37984,15090,705,34,17,461,45,12,0,0,0,2,0,0
AK,8/31/1979,726,0,208,24,0,0,11,0,0,0,0,6040,4,1549,0,0,254,0,91,0,0,120,0,39,7704,7614,842,476,204,627816,622872,67312,39216,20107,946,62,31,477,26,7,0,0,0,0,0,0
AK,9/30/1979,479,1,173,11,1,0,6,1,0,0,0,4604,5,1562,0,0,228,0,86,0,0,112,1,35,5870,5795,663,354,165,473930,470234,53918,29755,16605,573,23,13,333,25,11,0,0,0,1,1,1
AK,10/31/1979,616,0,211,19,0,0,6,0,0,0,0,4721,6,1890,0,0,276,0,103,0,0,144,1,40,6686,6603,762,393,166,529826,526062,59458,33031,16694,634,37,14,474,27,11,0,0,0,0,0,0
AK,11/30/1979,653,0,191,24,0,0,7,0,0,0,0,5396,7,1649,0,0,272,0,75,0,0,144,5,38,6956,6849,733,354,188,554908,549306,58254,30945,18560,774,37,19,398,19,13,0,0,0,0,0,0
AK,12/31/1979,621,0,207,24,0,0,12,0,0,0,0,5170,3,1546,0,0,324,0,79,0,0,138,3,42,6799,6734,670,325,184,543420,540037,53467,28368,17524,730,37,16,365,20,10,0,0,0,0,0,0
AK,1/31/1980,763,2,279,28,0,0,13,0,0,0,0,5770,1,1725,0,0,340,0,106,0,0,141,2,54,7449,7367,868,459,212,599839,595071,71079,39740,20788,772,43,31,429,25,14,0,0,0,2,0,0
AK,2/29/1980,637,5,218,23,0,0,9,0,0,0,0,5107,5,1495,0,0,328,0,88,0,0,175,0,51,6703,6615,815,409,237,539311,534282,68700,36433,23521,715,48,21,309,23,10,0,0,0,5,0,0
AK,3/31/1980,688,7,254,27,0,0,11,0,0,0,0,5216,12,1368,0,0,311,0,89,0,0,167,0,50,6168,6079,773,393,223,497265,492129,65000,34289,21867,659,44,28,300,19,18,0,0,0,7,0,0
AK,4/30/1980,968,12,238,31,0,0,15,0,0,0,0,6488,86,1452,0,0,415,0,105,0,0,217,0,46,6801,6709,935,514,226,552831,547269,77008,45895,21359,813,62,29,343,24,14,0,0,0,12,0,0
AK,6/30/1980,678,10,174,33,0,0,9,1,0,0,0,5375,57,1171,0,0,224,0,69,0,0,85,1,31,7195,7070,938,497,178,576629,570216,75515,45724,17048,765,54,20,317,30,11,0,0,0,10,0,1
AK,7/31/1980,739,25,168,26,0,8,5,1,2,0,0,5250,65,1041,0,0,208,1,60,0,0,89,0,25,6362,6258,713,392,145,518720,514206,57716,35665,13085,632,35,19,368,24,7,0,0,0,25,0,1
AK,8/31/1980,605,18,162,23,0,11,4,2,2,0,0,4212,111,1065,0,0,155,4,55,0,0,69,1,21,5640,5538,617,313,120,455123,450904,48637,27650,10686,738,38,6,301,18,10,0,0,0,18,0,2
AK,9/30/1980,420,46,165,7,0,11,9,0,0,0,0,4250,264,1198,0,0,163,4,70,0,0,39,4,18,5327,5244,594,340,71,424408,420245,45694,29661,6388,493,26,6,267,18,6,0,0,0,46,0,0
AK,10/31/1980,406,23,154,9,0,4,3,0,6,0,0,4378,215,1476,0,0,129,1,74,0,0,30,10,15,6124,5956,653,360,93,472377,463666,62936,30830,8285,177,11,6,499,36,4,0,0,0,23,0,0
AK,11/30/1980,495,26,147,6,0,10,1,0,14,0,0,4449,196,1361,0,0,126,0,63,0,0,32,15,18,4700,4590,492,265,81,370678,365213,37984,23093,7101,558,34,10,322,10,2,0,0,0,26,0,0
AK,12/31/1980,517,21,160,3,0,19,2,0,6,0,0,5408,222,1874,0,0,235,13,55,0,0,72,8,22,6708,6591,707,378,112,534731,528937,64976,32356,10622,13,2,0,392,20,5,0,0,0,21,0,0
AK,1/31/1981,724,16,191,12,0,24,2,0,3,0,0,5143,273,1965,0,0,221,13,74,0,0,100,3,25,7094,6972,758,412,123,559415,553481,60095,36076,11500,801,41,10,410,27,10,0,0,0,16,0,0
AK,2/28/1981,879,21,251,1,0,25,0,0,8,0,0,4928,223,1722,0,0,182,11,53,0,0,73,1,24,6529,6398,634,295,96,518965,512349,54836,29890,8959,832,40,9,414,23,12,0,0,0,21,0,0
AK,3/31/1981,1629,17,537,0,0,16,0,1,6,0,0,6924,236,2443,0,0,336,8,85,0,0,97,2,15,9449,9243,998,547,94,827707,815988,84247,54176,8791,1344,89,11,446,20,5,0,0,0,17,0,1
AK,4/30/1981,1201,8,435,0,0,20,0,0,3,0,0,8136,181,3229,0,0,380,3,135,0,0,87,0,25,11644,11365,1233,761,149,1176560,1158512,116544,80955,13869,1484,106,17,526,30,5,0,0,0,8,0,0
AK,5/31/1981,1092,12,344,2,1,13,0,0,4,0,0,8112,148,3047,0,0,419,2,116,0,0,114,0,19,11854,11490,1270,780,135,1265502,1238827,125355,84921,14008,1113,68,21,750,51,7,0,0,0,12,1,0
AK,6/30/1981,891,10,227,0,0,10,1,0,2,0,0,8675,92,2962,0,0,496,2,99,0,0,161,1,24,11121,10804,1278,770,148,1263299,1242295,141515,93411,18768,970,51,12,779,54,6,0,0,0,10,0,0
AK,7/31/1981,687,13,197,29,0,6,18,0,0,0,0,6644,85,2228,0,0,386,0,231,0,0,135,0,35,8603,8306,1061,603,171,1019249,997180,121255,75038,24530,668,46,13,709,42,4,0,0,0,13,0,0
AK,8/31/1981,648,5,183,39,0,16,16,0,7,0,0,5546,106,1908,0,0,354,0,154,0,0,171,0,50,7308,7056,961,503,222,886493,869515,115753,64547,32948,620,32,16,549,43,12,0,0,0,5,0,0
AK,9/30/1981,659,1,218,37,0,16,15,0,5,0,0,5936,64,2035,0,0,357,1,190,0,0,178,0,48,7847,7546,1015,523,224,940327,916552,123043,69723,32759,669,44,17,551,43,8,0,0,0,1,0,0
AK,10/31/1981,622,5,255,25,1,16,8,0,4,0,0,5678,55,2049,0,0,381,0,184,0,0,143,0,39,7477,7184,1031,548,179,895863,870977,123350,72835,27202,715,50,11,554,29,7,0,0,0,5,1,0
AK,11/30/1981,784,3,257,30,0,7,6,0,2,0,0,5132,94,1825,0,0,273,1,142,0,0,84,0,39,5489,5247,618,304,102,672652,655115,69101,40081,13912,626,23,9,325,15,4,0,0,0,3,0,0
AK,12/31/1981,831,4,390,24,0,32,12,0,4,0,0,5732,142,2242,0,0,217,4,154,0,0,67,1,55,6966,6615,662,294,104,853167,827396,68664,35994,14779,818,36,8,431,20,3,0,0,0,4,0,0
AK,1/31/1982,842,5,355,28,0,20,7,0,1,0,0,5005,135,1913,0,0,160,3,120,0,0,56,0,35,5770,5510,508,206,77,711865,693532,55579,25130,12414,680,24,8,340,14,2,0,0,0,5,0,0
AK,2/28/1982,1005,5,418,39,0,30,43,0,2,0,0,5239,162,1969,0,0,148,18,101,0,0,38,1,24,6287,6032,469,214,64,774614,756407,50525,27396,9343,810,35,8,324,13,4,0,0,0,5,0,0
AK,3/31/1982,1319,8,510,557,0,34,12,0,1,0,0,7080,254,2876,0,0,300,2,242,0,0,69,13,45,8746,8378,718,365,96,1067048,1038573,83580,50743,15062,1117,57,11,445,12,1,0,0,0,8,0,0
AK,4/30/1982,1079,22,395,32,0,23,4,0,2,0,0,6740,227,2723,0,0,247,10,257,0,0,61,5,40,8430,8017,793,422,113,1026746,994358,89662,52077,18247,945,35,7,553,20,4,0,0,0,22,0,0
AK,5/31/1982,1044,26,363,47,0,11,4,0,0,0,0,5836,219,2036,0,0,183,2,169,0,0,53,0,17,7150,6762,565,297,64,879891,849722,65407,39748,9739,920,34,4,459,21,4,0,0,0,26,0,0
AK,6/30/1982,718,25,262,28,0,13,6,0,0,0,0,5697,268,1883,0,0,197,1,132,0,0,37,0,11,6929,6570,527,290,45,854259,826189,59539,38602,6944,712,33,4,378,15,2,0,0,0,25,0,0
AK,7/31/1982,781,9,302,22,0,13,20,0,1,0,0,4577,228,1992,0,0,173,15,123,0,0,36,0,11,6027,5716,470,286,39,745389,721658,54861,37806,5639,590,23,5,431,23,2,0,0,0,9,0,0
AK,8/31/1982,648,8,304,20,0,12,2,0,0,0,0,3815,302,1746,0,0,138,1,84,0,0,24,0,4,5105,4909,357,205,28,639930,624410,41456,28130,4632,553,21,1,334,13,0,0,0,0,8,0,0
AK,9/30/1982,574,8,257,20,0,9,2,0,0,0,0,3929,216,2049,0,0,177,0,65,0,0,20,0,0,5158,4860,289,182,18,646454,624785,36263,25845,3119,508,13,0,343,12,1,0,0,0,8,0,0
AK,10/31/1982,412,14,293,17,0,5,1,0,1,0,0,4345,159,2312,0,0,185,0,116,0,0,9,0,8,5457,5143,368,240,12,685495,662528,41579,31019,1107,572,30,2,396,13,2,0,0,0,14,0,0
AK,11/30/1982,30,28,58,3,1,1,0,0,0,0,0,647,222,870,0,0,20,2,64,0,0,1,1,3,947,893,70,48,0,112407,109488,7108,5895,0,76,3,0,65,3,0,0,0,0,28,1,0
AK,12/31/1982,15,11,3,0,0,0,0,0,0,0,0,118,93,195,0,0,9,0,8,0,0,0,0,0,101,95,5,5,0,12095,11779,776,776,0,22,3,0,8,0,0,0,0,0,11,0,0
AK,1/31/1983,630,22,113,14,0,1,1,0,0,0,0,221,82,61,0,0,5,0,2,0,0,0,0,0,161,151,9,5,0,20735,19622,1281,746,0,98,0,0,7,1,0,0,0,0,22,0,0
AK,2/28/1983,2441,111,1293,85,0,25,17,0,1,724,17,7407,144,3487,0,0,318,0,183,0,0,5,0,2,9763,9451,616,363,0,1237790,1211742,74342,50233,15,2797,102,0,152,7,0,0,0,0,111,0,0
AK,3/31/1983,1444,17,690,32,0,36,7,0,2,863,51,10048,199,6164,10,0,311,0,410,18,0,12,0,1,14869,14344,1015,616,0,1853073,1812316,120241,83747,0,1705,70,0,690,17,0,0,0,0,17,0,0
AK,4/30/1983,1271,23,458,46,0,0,8,0,0,987,50,8282,322,5061,0,0,255,0,310,0,0,9,0,9,11024,10523,711,416,2,1409625,1370540,91870,59257,396,1257,44,1,1006,41,0,0,0,0,23,0,0
AK,5/31/1983,1302,52,580,40,0,0,5,0,0,927,62,7802,396,3127,0,0,228,4,174,0,0,12,0,5,9814,9265,562,324,13,1233807,1190019,72116,46390,2630,1491,59,2,822,23,0,0,0,0,52,0,0
AK,6/30/1983,894,28,335,27,0,1,1,0,0,683,64,6473,435,2765,0,0,192,24,154,0,0,4,0,11,8444,7990,489,297,5,1055315,1022379,57694,41325,658,1097,36,3,590,17,0,0,0,0,28,0,0
AK,7/31/1983,644,23,225,14,0,1,0,0,0,496,32,4178,410,1797,0,0,137,14,86,0,0,4,0,3,5311,5086,298,182,4,689992,674475,35912,27066,546,661,28,1,433,12,1,0,0,0,23,0,0
AK,8/31/1983,212,11,125,6,0,1,0,0,0,191,20,2332,39,571,0,0,80,0,18,0,0,0,0,4,2192,2109,138,76,2,282791,276478,17199,10696,192,369,12,1,145,4,0,0,0,0,11,0,0
AK,9/30/1983,4,0,4,0,0,0,0,0,0,0,3,115,17,134,0,0,0,0,6,0,0,0,0,0,70,66,4,3,0,7436,7260,601,342,0,11,2,0,6,0,0,0,0,0,0,0,0
AK,10/31/1983,2,1,2,0,0,0,0,0,0,0,2,113,9,70,0,0,0,0,8,0,0,0,0,0,28,25,0,0,0,3091,2846,278,78,200,3,0,0,3,0,0,0,0,0,1,0,0
AK,11/30/1983,0,3,0,0,0,0,0,0,0,0,0,158,62,70,0,0,5,2,6,0,0,0,0,0,19,17,0,0,0,2812,2724,204,204,0,3,0,0,0,0,0,0,0,0,3,0,0
AK,12/31/1983,1,0,0,0,0,0,0,0,0,0,1,74,2,29,0,0,7,0,0,0,0,0,0,0,11,11,1,0,0,1372,1372,44,0,0,3,0,0,1,0,0,0,0,0,0,0,0
AK,1/31/1984,1224,6,195,32,0,2,4,0,0,501,8,622,1,58,0,0,23,0,0,0,0,0,0,0,560,553,30,21,0,78627,78136,4072,3023,0,523,17,0,0,0,0,0,0,0,6,0,0
AK,2/29/1984,1998,15,981,61,0,4,13,0,0,497,10,8177,5,1647,10,0,230,0,95,0,0,2,0,0,10009,9692,502,315,0,1330938,1306384,60520,44619,0,2911,102,0,32,0,0,0,0,0,15,0,0
AK,3/31/1984,1359,16,824,40,0,11,4,0,0,409,5,9283,38,1280,2,0,285,0,95,0,0,2,0,3,11253,10881,645,386,0,1500433,1470894,76085,55174,0,1690,78,0,471,10,0,0,0,0,16,0,0
AK,4/30/1984,1225,8,419,39,0,0,5,0,0,865,13,8967,11,1013,0,0,307,1,44,0,0,2,0,0,9319,8918,559,330,0,1278442,1247099,69450,48677,0,1343,39,0,781,24,0,0,0,0,8,0,0
AK,5/31/1984,1183,9,380,30,0,0,3,0,0,847,5,7637,24,1085,0,0,232,0,30,0,0,4,0,0,8243,7817,427,231,0,1096740,1064756,43494,32015,0,1397,32,0,544,16,0,0,0,0,9,0,0
AK,6/30/1984,813,8,351,12,0,3,5,0,0,568,5,6123,14,774,0,0,198,0,44,0,0,3,0,0,6453,6165,366,217,0,854066,833754,42207,31023,11184,976,35,0,442,15,0,0,0,0,8,0,0
AK,7/31/1984,548,3,211,11,0,0,5,0,0,377,3,5230,2,547,0,0,113,0,29,0,0,6,0,0,5318,5112,214,114,0,718131,701938,24013,16378,7635,741,13,0,385,12,0,0,0,0,3,0,0
AK,8/31/1984,33,0,40,1,0,0,1,0,0,0,0,1073,0,145,0,0,15,0,8,0,0,2,0,0,785,726,50,31,0,103025,98751,4167,2844,0,129,5,0,47,4,0,0,0,0,0,0,0
AK,9/30/1984,2,2,2,0,0,0,0,0,0,0,0,71,2,14,0,0,4,0,0,0,0,0,0,0,57,54,4,0,0,6731,6376,309,0,0,12,0,0,5,0,0,0,0,0,2,0,0
AK,10/31/1984,0,0,4,0,0,0,0,0,0,0,0,104,0,13,0,0,7,0,3,0,0,0,0,0,29,25,1,1,0,3493,3198,88,88,0,8,1,0,1,0,0,0,0,0,0,0,0
AK,11/30/1984,1,2,5,0,0,0,0,0,0,0,0,100,3,16,0,0,1,0,1,0,0,0,0,0,18,17,4,2,0,1545,1394,709,308,0,4,1,0,3,0,0,0,0,0,2,0,0
AK,12/31/1984,2,1,7,0,0,0,0,0,1,0,0,26,0,5,0,0,0,0,0,0,0,0,0,0,12,11,0,0,0,1374,1240,52,52,0,2,0,0,1,0,0,0,0,0,1,0,0
