st,rptdate,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c15,c16,c17,c18,c19,c21,c22,c23,c24,c25,c27,c29,c30,c31,c32,c33,c35,c36,c37,c38,c39,c40,c41,c42,c43,c44,c45,c46,c47,c48,c49,c50,c51
WI,11/30/1992,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
WI,12/31/1992,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
WI,1/31/1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WI,2/28/1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WI,3/31/1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WI,4/30/1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WI,5/31/1993,0,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
WI,6/30/1993,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
WI,7/31/1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WI,8/31/1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WI,9/30/1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WI,10/31/1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WI,11/30/1993,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WI,12/31/1993,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,6,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WI,1/31/1994,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WI,2/28/1994,0,5,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
WI,3/31/1994,0,1,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,18,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
WI,4/30/1994,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WI,5/31/1994,0,1,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
WI,6/30/1994,0,4,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
WI,7/31/1994,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WI,8/31/1994,0,4,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
WI,9/30/1994,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
WI,10/31/1994,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
WI,11/30/1994,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
WI,12/31/1994,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
WI,7/31/2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WI,2/28/2009,37,50,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
WI,3/31/2009,681,59,25,0,1,0,0,0,0,0,0,432,48,13,0,0,0,0,0,0,0,0,0,0,348,339,0,0,0,97603,95924,0,0,0,255,0,0,0,0,0,0,0,0,0,0,0
WI,4/30/2009,9045,58,368,0,0,0,0,0,0,0,0,5905,66,277,0,0,23,0,0,0,0,166,0,16,3948,3904,60,30,1,815530,808791,12234,7031,342,2449,16,1,13,0,0,2,0,0,0,0,0
WI,5/31/2009,7206,48,234,1,0,0,0,0,0,0,0,50738,144,1862,0,0,359,0,20,0,0,1225,0,94,39296,38609,424,125,182,10363492,10218388,121017,35550,63927,12511,36,63,52,0,1,50,3,0,0,0,0
WI,6/30/2009,3857,60,162,0,0,0,0,0,0,0,0,59667,215,2030,0,0,403,0,36,0,0,1276,0,81,67419,65645,681,198,265,17099198,16767023,177606,51436,92663,3661,10,16,144,0,1,101,0,0,0,0,0
WI,7/31/2009,3100,80,99,0,0,0,0,0,0,0,0,56426,428,1850,0,0,349,0,25,0,0,1226,0,82,65461,63616,663,155,298,16484848,16126281,183678,46273,104209,3111,8,19,828,5,1,727,0,0,0,0,0
WI,8/31/2009,3834,93,115,0,0,0,0,0,0,0,0,44293,331,1498,0,0,314,0,14,0,0,767,0,72,82978,80169,850,202,411,21183501,20677947,239813,59491,142668,3993,12,23,1166,4,0,170,1,0,0,0,0
WI,9/30/2009,3521,104,124,0,0,0,0,0,0,0,0,34431,398,1152,0,0,247,0,11,0,0,454,0,49,67905,64627,782,215,370,17185442,16599868,224585,62025,128130,3124,13,11,6190,15,31,215,0,0,0,0,0
WI,10/31/2009,3441,97,157,0,0,0,0,1,0,0,0,31962,425,1115,0,0,219,0,20,0,0,580,1,31,48378,46331,594,178,262,12096174,11747764,167268,51130,90915,3276,8,18,2636,12,17,1184,1,0,0,0,0
WI,11/30/2009,4862,106,215,0,0,0,0,0,0,0,0,63610,436,2225,0,0,424,0,18,0,0,1127,5,85,63186,59822,676,174,318,15852965,15275284,187551,49233,110124,4634,7,36,2500,5,17,918,1,0,0,0,0
WI,12/31/2009,2762,99,108,0,0,0,0,0,0,0,0,57869,207,2107,0,0,380,0,25,0,0,839,7,93,58432,55272,615,143,295,14733324,14197867,170621,39767,103822,3285,3,18,2311,6,6,669,0,1,0,0,0
WI,1/31/2010,313,88,205,0,0,0,0,0,1,0,0,48729,135,1443,0,0,294,0,22,0,0,1284,0,76,49750,47358,521,117,258,12577900,12176866,149167,35886,90832,193,0,0,2518,12,9,4183,5,11,0,0,0
WI,2/28/2010,184,84,18,0,0,0,0,0,0,0,0,32809,118,1016,0,0,194,0,10,0,0,756,1,48,37115,34572,339,67,193,9325959,8899634,98721,18280,67050,141,1,0,2359,5,7,245,0,0,0,0,0
WI,3/31/2010,1916,100,77,0,1,0,0,1,0,0,0,27047,156,745,0,0,164,2,0,0,0,528,4,36,29567,27357,272,46,169,7307280,6966383,80922,14135,56964,938,0,2,2723,4,11,227,0,0,0,0,0
WI,4/30/2010,1516,97,76,0,1,1,1,0,0,0,0,22564,199,710,0,0,121,2,1,0,0,800,0,63,23732,22531,229,43,117,5704550,5521850,63188,13754,36971,2035,2,10,2373,5,15,217,0,0,0,0,0
WI,5/31/2010,1211,85,59,0,0,0,0,0,0,0,0,20700,191,667,0,0,88,3,0,0,0,842,0,55,22174,21152,231,50,103,5373136,5119866,60140,13185,34625,1045,2,2,1139,1,9,123,5,0,0,0,0
WI,6/30/2010,2065,79,84,0,0,0,0,0,0,0,0,25627,393,892,0,0,107,0,7,0,0,898,1,77,13700,13002,124,19,53,3371798,3274598,32930,5405,18468,2122,2,10,563,1,2,117,4,0,0,0,0
WI,7/31/2010,7154,68,255,0,1,0,2,1,0,0,0,32815,277,1129,0,0,141,1,8,0,0,1065,10,79,21339,20608,206,22,94,5422124,5311518,56811,8040,32698,251,0,3,631,1,0,120,3,0,0,0,0
WI,8/31/2010,8349,66,343,1,0,0,0,1,0,0,0,58091,457,2256,0,0,140,0,7,0,0,448,12,27,82032,78821,700,134,298,22166890,21607021,202616,41352,105312,15050,22,66,1213,2,4,168,3,0,0,0,0
WI,9/30/2010,9419,67,356,0,0,0,0,1,0,0,0,75578,546,2913,0,0,97,0,2,0,0,222,6,11,76812,72931,705,114,322,20992901,20287122,202950,35296,113304,9485,16,46,465,0,3,190,0,0,0,0,0
WI,10/31/2010,4011,54,195,0,0,0,0,0,0,0,0,93489,588,3807,0,0,122,0,7,0,0,341,7,16,93454,90077,843,155,405,25858564,25228451,250442,49168,144634,5691,8,35,2299,2,4,251,0,1,0,0,0
WI,11/30/2010,5434,52,230,0,0,0,1,0,0,0,0,71943,1546,3035,0,0,99,5,9,0,0,307,8,17,72103,67471,724,117,390,19889450,19048630,224742,38777,140439,4581,4,30,5388,12,27,273,1,0,0,0,0
WI,12/31/2010,5168,57,238,1,0,0,0,1,0,0,0,58685,1366,2400,0,0,91,11,4,0,0,293,9,22,59861,55149,669,94,373,16127525,15315906,204705,33053,133032,5484,22,37,6265,8,29,489,0,0,0,0,0
WI,1/31/2011,4034,66,226,0,1,0,0,0,0,0,0,48238,1294,2243,0,0,104,11,6,0,0,238,8,27,53135,50240,635,94,316,14156310,13686537,181419,29952,112910,4222,4,32,3995,2,23,295,0,0,0,0,0
WI,2/28/2011,3714,62,178,0,1,0,0,0,0,0,0,41742,1144,1966,0,0,90,13,5,0,0,244,6,24,42883,39990,570,101,268,11339018,10849309,157690,28195,96077,3809,8,33,3352,8,19,186,0,0,0,0,0
WI,3/31/2011,4000,44,200,0,0,0,0,1,0,0,0,39409,1032,1782,0,0,82,13,5,0,0,243,15,35,41548,38520,576,100,327,10930526,10426334,173471,30802,116099,3877,16,25,2938,8,13,214,0,0,0,0,0
WI,4/30/2011,1640,45,79,1,0,0,0,0,0,0,0,26810,743,1253,0,0,63,3,3,0,0,172,15,18,26978,25551,388,77,207,7141102,6913963,116812,23967,73415,2540,6,20,1833,1,16,55,0,0,0,0,0
WI,5/31/2011,56,34,1,0,1,0,0,0,0,0,0,2042,304,81,0,0,0,0,0,0,0,4,11,0,1888,1279,19,4,3,399637,315989,5304,1352,1067,155,0,1,117,0,0,4,0,0,0,0,0
WI,6/30/2011,11,37,0,0,2,0,0,0,0,0,0,675,201,46,0,0,0,6,0,0,0,1,0,0,719,354,5,2,3,125490,88268,788,287,501,52,0,0,19,0,0,1,0,0,0,0,0
WI,7/31/2011,33,31,1,1,0,0,0,0,0,0,0,400,175,13,0,0,0,4,0,0,0,5,0,0,373,255,1,0,0,77257,61867,330,0,0,43,0,0,13,0,0,13,0,0,0,0,0
WI,8/31/2011,15031,48,657,3,0,0,1,0,0,0,0,136297,492,5846,0,0,408,5,13,0,0,1049,3,94,130553,124420,2416,394,1165,33987162,32909543,729924,110343,419062,21391,56,279,7977,28,39,758,1,0,0,0,0
WI,9/30/2011,3073,38,145,0,1,0,0,1,0,0,0,39172,588,1703,0,0,136,8,0,0,0,601,0,26,42057,38167,1365,123,717,10704377,10100128,413067,29797,258133,3663,25,68,2763,7,21,303,0,0,0,0,0
WI,10/31/2011,3108,42,116,0,1,0,0,1,0,0,0,37638,573,1614,0,0,219,6,3,0,0,634,4,30,39233,37019,1420,229,711,10280571,9900176,412767,46712,256295,3413,31,62,2872,13,56,239,0,0,0,0,0
WI,11/30/2011,2934,26,141,1,0,0,0,0,0,0,0,33382,612,1383,0,0,265,9,0,0,0,517,5,22,32171,29873,1046,237,515,8338738,7939430,289562,49079,183088,2754,25,30,2435,16,44,291,0,0,0,0,0
WI,12/31/2011,2937,29,144,0,0,0,0,0,0,0,0,30888,572,1244,0,0,228,10,0,0,0,399,12,19,30700,28551,922,216,397,7917436,7556781,241300,47722,142177,2836,22,39,2307,21,40,325,0,0,0,0,0
WI,1/31/2012,3202,25,166,0,0,0,0,1,0,0,0,32374,534,135,0,0,230,9,0,0,0,369,8,8,32998,31571,869,232,368,8684076,8432584,224464,55012,132397,3266,25,41,2278,19,27,175,0,0,0,0,0
WI,2/29/2012,2635,35,101,0,0,0,0,0,0,0,0,28610,572,1189,0,0,219,5,2,0,0,366,14,9,29027,27235,826,212,346,7492825,7180691,215554,52156,124067,2644,20,38,2021,14,19,107,0,0,0,0,0
WI,3/31/2012,2648,26,119,0,0,0,0,0,0,0,0,27764,518,1014,0,0,206,6,6,0,0,334,8,20,28433,26572,833,209,328,7275377,6957977,217527,55697,116407,2594,23,28,2097,20,21,132,0,0,0,0,0
WI,4/30/2012,645,29,20,0,0,0,0,1,0,0,0,13956,306,518,0,0,89,7,3,0,0,156,8,14,14073,13170,386,91,181,3609206,3461725,109214,26146,63710,1359,7,12,1045,4,10,49,0,0,0,0,0
WI,5/31/2012,13,22,2,0,1,0,0,0,0,0,0,1008,92,36,0,0,4,2,0,0,0,11,4,1,772,542,19,3,8,148792,121938,4505,991,2663,44,0,0,44,0,0,0,0,0,0,0,0
WI,6/30/2012,8,20,0,0,0,0,0,0,0,0,0,370,32,14,0,0,0,2,0,0,0,0,4,0,338,248,2,1,1,67034,56103,641,363,278,14,0,0,17,0,0,3,0,0,0,0,0
WI,7/31/2012,4,22,1,0,0,0,0,0,0,0,0,195,24,25,0,0,0,0,0,0,0,0,4,0,190,143,12,10,2,33183,29162,2750,2040,710,7,10,0,11,0,0,2,0,0,0,0,0
WI,8/31/2012,5,19,1,0,0,0,0,0,0,0,0,85,20,4,0,0,0,0,0,0,0,0,5,0,170,123,10,0,1,33834,28439,990,0,363,4,0,0,9,0,0,1,0,0,0,0,0
WI,9/30/2012,2,18,0,0,0,0,0,0,0,0,0,59,19,3,0,0,0,0,0,0,0,0,3,0,131,89,5,0,2,25732,21687,1723,0,726,3,0,0,7,0,0,1,0,0,0,0,0
WI,10/31/2012,4,25,0,0,0,0,0,0,0,0,0,30,19,1,0,0,0,0,0,0,0,0,0,0,141,102,9,0,1,30625,25220,2495,0,306,8,0,0,8,0,1,0,0,0,0,0,0
WI,11/30/2012,2,21,0,0,0,0,0,0,0,0,0,16,15,0,0,0,0,0,0,0,0,0,0,0,153,113,14,0,7,28694,24378,4542,0,2541,8,0,0,9,0,0,1,0,0,0,0,0
WI,12/31/2012,7,20,0,0,0,0,0,0,0,0,0,32,7,0,0,0,0,0,0,0,0,0,0,0,157,111,0,0,0,34752,28466,0,0,0,15,0,0,6,0,0,0,0,0,0,0,0
WI,1/31/2013,4,21,0,0,0,0,0,0,0,0,0,34,7,0,0,0,0,0,0,0,0,0,0,0,210,140,0,0,0,36528,32193,0,0,0,10,0,0,6,0,0,0,0,0,0,0,0
WI,2/28/2013,3,11,0,0,0,0,0,0,0,0,0,18,11,0,0,0,0,0,0,0,0,0,0,0,176,116,0,0,0,35921,30435,0,0,0,46,0,0,10,0,0,1,0,0,0,0,0
WI,3/31/2013,3,13,2,0,0,0,0,0,0,0,0,20,10,0,0,0,0,0,0,0,0,9,0,0,109,59,1,0,1,15883,12371,297,0,297,15,0,0,5,0,0,1,0,0,0,0,0
WI,4/30/2013,2,19,0,0,0,0,0,0,0,0,0,19,9,0,0,0,0,0,0,0,0,1,0,0,114,81,6,0,4,22491,18145,1526,0,1452,14,0,0,7,0,0,1,0,0,0,0,0
WI,5/31/2013,0,13,0,0,0,0,0,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,44,29,0,0,0,7821,6695,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
WI,6/30/2013,0,8,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,57,40,0,0,0,8313,7679,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
WI,7/31/2013,1,7,0,0,0,0,0,0,0,0,0,2,10,0,0,0,0,0,0,0,0,0,0,0,88,60,0,0,0,21883,16354,0,0,0,14,0,0,3,0,0,0,0,0,0,0,0
WI,8/31/2013,2,8,0,0,0,0,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,63,46,0,0,0,14398,11558,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0
WI,9/30/2013,1,3,0,0,0,0,0,0,0,0,0,23,13,0,0,0,0,0,0,0,0,0,0,0,55,37,2,0,0,9128,6125,524,0,0,18,0,0,6,0,0,1,0,0,0,0,0
WI,10/31/2013,0,0,1,0,0,0,0,0,0,0,0,13,16,0,0,0,0,0,0,0,0,0,0,0,65,45,2,0,2,13399,10391,726,0,726,4,0,0,4,0,0,0,0,0,0,0,0
WI,11/30/2013,6,1,0,0,0,0,0,0,0,0,0,2,11,0,0,0,0,0,0,0,0,0,0,0,96,68,0,0,0,17556,14649,0,0,0,12,0,0,3,0,0,0,0,0,0,0,0
WI,12/31/2013,0,1,0,0,0,0,0,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,43,37,3,0,0,9323,8618,859,0,0,0,0,0,2,0,0,0,0,0,0,0,0
WI,1/31/2014,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,70,53,0,0,0,16132,13654,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
WI,2/28/2014,0,1,0,0,0,0,0,0,0,0,0,9,4,0,0,0,0,0,0,0,0,0,0,0,53,39,0,0,0,10812,8650,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0
WI,3/31/2014,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,71,39,6,0,0,13380,9644,1055,0,0,1,0,0,2,0,0,0,0,0,0,0,0
WI,4/30/2014,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,47,36,0,0,0,9355,8200,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
WI,5/31/2014,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,17,11,0,0,0,3263,2245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WI,6/30/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,13,0,0,0,4106,2536,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
WI,7/31/2014,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,24,11,0,0,0,5074,2839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WI,8/31/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,29,0,0,0,5231,4771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WI,9/30/2014,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0,0,0,1706,799,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
WI,10/31/2014,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,23,10,0,0,0,3159,2296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WI,11/30/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,11,0,0,0,4433,3937,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0
WI,12/31/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,31,0,0,0,11998,7572,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
WI,1/31/2015,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,10,1,0,1,4250,2394,231,0,231,0,0,0,1,0,1,0,0,0,0,0,0
WI,2/28/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,0,3997,3997,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
WI,3/31/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,25,2,0,2,6745,6598,726,0,726,0,0,0,2,0,0,0,0,0,0,0,0
WI,4/30/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,21,0,0,0,7387,6733,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0
WI,5/31/2015,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,13,11,0,0,0,1960,1628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WI,6/30/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,2516,2516,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
WI,7/31/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,1410,604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WI,8/31/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,2397,2397,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
WI,9/30/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,9,0,0,0,3393,1623,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
WI,10/31/2015,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,270,212,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
WI,12/31/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,5,0,5,4558,4558,1815,0,1815,0,0,0,0,0,1,0,0,0,0,0,0
WI,1/31/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,0,0,0,1638,1379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WI,2/29/2016,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WI,3/31/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22,3,2,0,2,2265,527,726,0,726,0,0,0,1,0,0,0,0,0,0,0,0
WI,4/30/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WI,5/31/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,363,363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WI,7/31/2016,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,363,363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WI,10/31/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,1795,1795,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
WI,11/30/2016,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WI,1/31/2017,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WI,1/31/2018,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WI,2/28/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WI,3/31/2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WI,4/30/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WI,5/31/2018,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WI,6/30/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WI,7/31/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WI,8/31/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WI,9/30/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WI,10/31/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WI,11/30/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WI,12/31/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
