"","duration_cutoff","donut","slope_sepexpire","se_sepexpire","n_sample"
"1",4,TRUE,-0.0170830319919422,0.00980191665293445,48376
"2",4,FALSE,-0.024400413838193,0.009162744854194,55132
"3",8,TRUE,-0.0137742609047863,0.00900918570966985,69346
"4",8,FALSE,-0.0304949604994267,0.00866178608687347,78591
