event,ts_exit,ts_p100,average_per_change,cs_exit,cs_p100,chg_per_100
600 expire,-0.0075906280302253035,-0.0018862889644679847,0.870395642822717,-0.014187654249319998,-0.0035256655359234192,0.21629536966373739
300 onset,-0.00588760093086756,-0.0022629119540014363,0.5778343334778469,-0.011771104620993955,-0.004524249124799922,0.2220918564306963
