stat_for_text_liquidity_share_1,stat_for_text_liquidity_share_2,stat_for_text_liquidity_share_3,stat_for_text_liquidity_share_4,stat_for_text_liquidity_share_5,stat_for_text_liquidity_share_6,stat_for_text_liquidity_share_7,stat_for_text_liquidity_share_8,stat_for_text_liquidity_share_9,stat_for_text_liquidity_share_10,stat_for_text_liquidity_share_11
NaN,NaN,NaN,0.040407688150053,0.0389922137909695,0.0374296457561406,0.035705021138299,0.00155504014062222,0.0018454300894879,0.00177907210758393,0.00178781055849882
