stat_for_text_hazard_pan,stat_for_text_hazard_prepan,stat_for_text_mpc_surprise_waiting,stat_for_text_change_checking_u_vs_e,stats_for_text_april_ratio,stat_for_text_share_spent,stat_for_text_share_spent_full,stat_for_text_share_spent_fullplus3,stat_for_text_total_hazard_elasticity_no_liquidity,stat_for_text_change_checking_u_vs_e_stimulus,stat_for_text_change_checking_u_vs_e_stimulus_onetenth,stat_for_text_change_checking_u_vs_e_liquidity_effect_mpc
-0.287708941380771,-0.655460532289998,0.308915665025777,1313.65772535631,1.6649107130383,691.317601869122,4101.27106211613,5365.96929769441,0.141601220042465,1313.65772535631,1313.65772535631,1313.65772535631
